Date,Title,Time,Location,Summary,Link
2025-12-24,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-24,Nativity Fast Ends,All Day,,"This day marks the end of the traditional season of fasting for Eastern Orthodox Christians, in preparation for the Nativity of Christ.",https://events.cmu.edu/event/22047-nativity-fast-ends
2025-12-24,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-24,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-24,University Closed,All Day,,,https://events.cmu.edu/
2025-12-25,Christmas Day (Official University Holiday),All Day,,"Carnegie Mellon’s U.S. campuses observe 11 official holidays. The university is closed on these days, and all non-essential personnel are not expected to report to work.",https://events.cmu.edu/event/25102-christmas-day-official-university-holiday
2025-12-25,Christmas Day / The Feast of the Nativity,All Day,,,https://events.cmu.edu/event/22048-christmas-day-the-feast-of-the-nativity
2025-12-25,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-25,Newton’s Day,All Day,,,https://events.cmu.edu/event/22049-newtons-day
2025-12-25,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-25,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-25,University Closed,All Day,,,https://events.cmu.edu/
2025-12-26,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-26,Kwanzaa Begins,All Day,,"An African-American and Pan-African holiday celebrating family, community, and culture, Kwanzaa is a secular observance with some religious participation",https://events.cmu.edu/event/22050-kwanzaa-begins
2025-12-26,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-26,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-26,University Closed,All Day,,,https://events.cmu.edu/
2025-12-26,Winter Break,All Day,,"Winter Break provides the campus community with additional time off during the winter holidays. Carnegie Mellon University is closed during Winter Break, and non-essential personnel should not report to work. In 2025, Winter Break will occur on December 26, 29 and 30.",https://events.cmu.edu/event/25110-winter-break
2025-12-27,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-27,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-27,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-28,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-28,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-28,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-29,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-29,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-29,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-29,University Closed,All Day,,,https://events.cmu.edu/
2025-12-29,Winter Break,All Day,,"Winter Break provides the campus community with additional time off during the winter holidays. Carnegie Mellon University is closed during Winter Break, and non-essential personnel should not report to work. In 2025, Winter Break will occur on December 26, 29 and 30.",https://events.cmu.edu/event/25111-winter-break
2025-12-30,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-30,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-30,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-30,University Closed,All Day,,,https://events.cmu.edu/
2025-12-30,Winter Break,All Day,,"Winter Break provides the campus community with additional time off during the winter holidays. Carnegie Mellon University is closed during Winter Break, and non-essential personnel should not report to work. In 2025, Winter Break will occur on December 26, 29 and 30.",https://events.cmu.edu/event/25113-winter-break
2025-12-31,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-31,New Year’s Eve (Official University Holiday),All Day,,"Carnegie Mellon’s U.S. campuses observe 11 official holidays. The university is closed on these days, and all non-essential personnel are not expected to report to work.",https://events.cmu.edu/event/25103-new-years-eve-official-university-holiday
