,Dealer or Individual?,Price,Year,Location,Mileage,Doors,Color,Engine,Description,Web Link
369,0,30705.0,2025,,0.0,4,Gray,1.5T I4 DOHC 16V Turbocharged VTEC,Tires: 225/50R17 94V AS Steel Spare Wheel Compact Spare Tire Mounted Inside Under Cargo Express Open/Close Sliding And Tilting Glass 1st Row Sunroof w/Sunshade Body-Colored Front Bumper Body-Colored Rear Bumper Chrome Side Windows Trim and Black Front Windshield Trim Body-Colored Door Handles Black Power Heated Side Mirrors w/Manual Folding Fixed Rear Window w/Defroster Light Tinted Glass Speed Sensitive Variable Intermittent Wipers Galvanized Steel/Aluminum Panels Black Grille Trunk Rear Cargo Access Auto On/Off Reflector Led Low/High Beam Daytime Running Auto High-Beam Headlamps w/Delay-Off LED Brakelights Headlights-Automatic Highbeams,https://www.cochran.com/inventory/new-2025-honda-accord-se-fwd-4d-sedan-1hgcy1f49sa061285/
371,0,32165.0,2025,"Pittsburgh, PA",0.0,4,Gray,1.5T I4 DOHC 16V Turbocharged VTEC,,https://rohrich.com/vehicle/2025-honda-accord-h251052/
372,0,32165.0,2025,"Pittsburgh, PA",0.0,4,Radiant Red Metallic,1.5T I4 DOHC 16V Turbocharged VTEC,,https://rohrich.com/vehicle/2025-honda-accord-h251047/
373,0,18590.0,2012,"Bridgeville, PA",31936.0,4,Silver,"V6, VTEC, 3.5 Liter","The 2012 Honda Accord EX-L sedan offers a comfortable and reliable ride with a suite of features that still provide value. Its spacious interior, user-friendly technology, and focus on safety make it a practical choice for families and commuters alike. This Accord provides a smooth driving experience and lasting quality.",https://www.carvana.com/vehicle/3807367?refSource=srp
374,0,20990.0,2019,"Bridgeville, PA",76072.0,4,Blue,"4-Cyl, i-VTEC, Turbo, 1.5 Liter","The 2019 Honda Accord Sport offers a compelling blend of practicality and sporty styling that remains appealing. This sedan provides a comfortable ride, user-friendly technology, and a spacious interior, making it a great choice for daily commutes and weekend trips. Its reputation for reliability and efficiency ensures lasting value.",https://www.carvana.com/vehicle/3768072?refSource=srp
375,0,20990.0,2019,"Bridgeville, PA",76072.0,4,Blue,"4-Cyl, i-VTEC, Turbo, 1.5 Liter","The 2019 Honda Accord Sport offers a compelling blend of practicality and sporty styling that remains appealing. This sedan provides a comfortable ride, user-friendly technology, and a spacious interior, making it a great choice for daily commutes and weekend trips. Its reputation for reliability and efficiency ensures lasting value.",https://www.carvana.com/vehicle/3768072?refSource=srp
376,0,31678.0,2024,"Davis, CA",257.0,4,Blue,4 Cyl,"CARFAX One-Owner. Leather Interior, Back Up Camera, Apple Car Play, Power Sunroof/Moonroof, Alloy Wheels, Blind Spot Monitor, Power Driver Seat, Power Passenger Seat, Bluetooth, Sport Package, Heated Seats, Spotless Inside and Out, Service Records, Low Miles, New Tires, Fully Serviced and Detailed, ULTRA NEW MILES, LIKE NEW. 46/41 City/Highway MPG 2024 Still Night Pearl Honda Accord Hybrid Sport-L FWD 2.0L 16V DOHC",https://www.carfax.com/vehicle/1HGCY2F78RA070151
377,0,39999.0,2025,"Auburn, WA",1079.0,4,Blue,4 Cyl,Thank you for your interest in this vehicle. Please contact our Sales Department today for more information.,https://www.carfax.com/vehicle/1HGCY2F80SA003400
378,0,27852.0,2024,OH,13204.0,4,Red,4,"This 2024 Honda Accord was recently traded in by our store here in Austinburg. From day one this 2024 Honda Accord was serviced right here at the dealership.  With a clean CARFAX and Honda True Certification, this Accord passed our comprehensive 182-point inspection and has been fully reconditioned to meet our highest standards. Its a perfect blend of reliability, efficiency, and long-term value.",https://www.carfax.com/vehicle/1HGCY2F59RA028988
379,0,19614.0,2020,OH,105774.0,4,Red,4,"Ivory Leather.San Marino Red 2020 Honda Accord EX-L FWD CVT 1.5T I4 DOHC 16V Turbocharged VTECMark Thomas Ford is proud to offer this outstanding 2020 Honda Accord in San Marino Red. This 2020 Honda Accord has passed our comprehensive inspection and comes with the following features, Ivory Leather, 10 Speakers, 17"" Machine-Finished Alloy Wheels, 4-Wheel Disc Brakes, ABS brakes, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Blind Spot Information (BSI) System warning, Brake assist, Bumpers: body-color, Delay-off headlights",https://www.carfax.com/vehicle/1HGCV1F56LA040123
380,0,26421.0,2024,OH,17024.0,4,Black,4,This 2024 Honda Accord was recently traded in by our store here in Austinburg.  This Beauty has had and passed an extensive 182 Multi-Point Inspection conducted by our factory certified technicians. All necessary services have been done for the appropriate mileage interval including:  *Oil change and filter *Tire rotation *Wiper blades *Cabin air filter *4-wheel alignment,https://www.carfax.com/vehicle/1HGCY1F38RA042258
381,0,28188.0,2025,"Davis, CA",1673.0,4,Gray,4 Cyl,"CARFAX One-Owner. Clean CARFAX. Back Up Camera, Apple Car Play, Power Sunroof/Moonroof, Alloy Wheels, Blind Spot Monitor, Bluetooth, Navigation, Heated Seats, Local Trade In, Spotless Inside and Out, Service Records, Low Miles, New Tires, Fully Serviced and Detailed, Great Financing Options, Low Payments. 29/37 City/Highway MPG Priced below KBB Fair Purchase Price! 2025 Urban Gray Pearl Honda Accord SE FWD 1.5T I4 DOHC 16V Turbocharged VTEC",https://www.carfax.com/vehicle/1HGCY1F43SA034972
382,0,24703.0,2019,OH,65027.0,4,White,4,This AMAZING vehicle was recently TRADED IN by our store here in Austinburg. This one-of-a-kind vehicle has luxury and power.,https://www.carfax.com/vehicle/1HGCV2F9XKA014048
383,0,33888.0,2024,"Davis, CA",1789.0,4,Gray,4 Cyl,"CARFAX One-Owner. Clean CARFAX. Leather Interior, Back Up Camera, Apple Car Play, Power Sunroof/Moonroof, Alloy Wheels, Blind Spot Monitor, Power Driver Seat, Bluetooth, Sport Package, Heated Seats, Local Trade In, Spotless Inside and Out, Service Records, Low Miles, New Tires, Fully Serviced and Detailed, Great Financing Options, Low Payments. 51/44 City/Highway MPG 2024 Urban Gray Pearl Honda Accord Hybrid EX-L FWD 2.0L 16V DOHC",https://www.carfax.com/vehicle/1HGCY2F6XRA068618
384,0,18988.0,2018,OH,76775.0,4,White,4,Platinum White Pearl 2018 Honda Accord Sport FWD CVT 1.5T I4 DOHC 16V Turbocharged VTEC Black Cloth.  Recent Arrival! Odometer is 23992 miles below market average! 29/35 City/Highway MPG,https://www.carfax.com/vehicle/1HGCV1F35JA211326
385,0,31795.0,2025,"Portland, OR",3055.0,4,Gray,4 Cyl,"120 Multi Point Inspection Performed * Oil And Filter Changed * Engine Air and Cabin Filter Replacement * New Wiper Blades * Professionally Detailed * ONE OWNER * 4-Cyl, Hybrid, i-VTEC, 2.0 Liter W/Automatic, eCVT * Keyless Entry * Push Button Start * Air Conditioning * Power Windows * Power Door Locks * Bluetooth Wireless * Multi-View Camera * Power Seat * Moon Roof * Alloy Wheels *  Peace of mind WARRANTY: Rest easy - you're covered for 12 months or 12,000 miles on many of your vehicle maintenance items including Battery - Brake Pads - Belts & Hoses - Wiper Blades. In addition, each Dick Hannah used vehicle comes with a powerful 3 month/3,000 mile power train warranty which covers: Engine - Transmission - Drivetrain. You can breathe easy knowing that your unexpected repairs will be covered. See dealership for full warranty details.",https://www.carfax.com/vehicle/1HGCY2F51SA039926
386,0,13995.0,2018,OH,134104.0,4,Black,4,Keyless Entry Alloy Wheels Led Lights Lane Departure Warning Side Airbags Keyless Ignition AM/FM Adaptive Cruise Control Adjustable Steering Wheel Air Conditioning Anti-Lock Brakes Anti-Theft System CD (Single Disc) Daytime Running Lights Dual Airbags Front-View Camera Handsfree/Bluetooth Integration Hill Assist System MP3 Power Locks Power Steering Power Windows Rear-View Camera Side Curtain Airbags,https://www.carfax.com/vehicle/1HGCV1F1XJA114413
387,0,17580.0,2017,OH,97074.0,4,Black,4,Black Leather.Crystal Black Pearl 2017 Honda Accord Sport Special Edition FWD CVT 2.4L I4 DOHC i-VTEC 16VMark Thomas Ford is proud to offer this terrific 2017 Honda Accord in Crystal Black Pearl. This 2017 Honda Accord has passed our comprehensive inspection,https://www.carfax.com/vehicle/1HGCR2F17HA140018
388,0,30889.0,2025,"Olympia, WA",4246.0,4,Black,4 Cyl,"LOCATED AT: OLYMPIA JEEP. 2025 Honda Accord Hybrid Sport Accord Hybrid Sport, 4D Sedan, 2.0L I4 DOHC 16V, eCVT, FWD, Crystal Black Pearl, Gray w/Leather-Trimmed Seat Trim, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Apple CarPlay/Android Auto, LOCAL TRADE, ONE OWNER, CLEAN CARFAX REPORT, Power moonroof.  Clean CARFAX. CARFAX One-Owner. Odometer is 912 miles below market average! 46/41 City/Highway MPG Thank you for shopping at Olympia Jeep! For car buyers who are looking for a honest and transparent experience, look no further. The Bruce Titus Automotive Group is a family-owned and operated business that puts customers first. Our goal is to provide a comfortable, hassle-free experience for our customers and to form relationships that last a lifetime. Our commitment to you does not end when you purchase your vehicle. Our transparent service and ownership experience help keep you and your vehicle safe on the road for years to come. Plus you'll save an average additional tax savings over the competition of $300 when you buy from Olympia Jeep in the Olympia Auto Mall. DISCLAIMER: Dealer shall in no way be held liable for any errors or omissions to be found on these web pages. All prices are plus any applicable state taxes and fees. Prices are subject to change without notice. All vehicles are subject to prior sale. We will do our best to keep all information current and accurate, however, the dealership should be contacted by phone, e-mail, or in person for final pricing and availability. A dealer documentary service fee of up to $200 may be added to the sale price or capitalized cost. Vehicle may have dealer-installed add-ons and accessories and may not be reflected in Selling Price. All current incentives listed are purchase only. See dealer for lease incentives. Call 360-754-5500 for more info!",https://www.carfax.com/vehicle/1HGCY2F53SA037045
389,0,21990.0,2021,OH,74820.0,4,Silver,4,"Silver 2021 Honda Accord Sport 2.0T I4 DOHC 16V TurbochargedCloth, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple",https://www.carfax.com/vehicle/1HGCV2F35MA006714
390,0,32889.0,2025,"Liberty Lake, WA",4439.0,4,White,4 Cyl,"CARFAX One-Owner. Clean CARFAX. White 2025 Honda Accord Hybrid Sport-L FWD eCVT 2.0L I4 DOHC 16V 46/41 City/Highway MPG 2.0L I4 DOHC 16V, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control, Blind Spot Information (BSI) System warning, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: HondaLink, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Knee airbag, Lane departure: Lane Keeping Assist System (LKAS) active, Leather Shift Knob, Leather steering wheel, Leather-Trimmed Seat Trim, Low tire pressure warning, Memory seat, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Radio: 180-Watt Audio System, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 19"" x 8.5J Matte Berlina Black, 2.0L I4 DOHC 16V.",https://www.carfax.com/vehicle/1HGCY2F7XSA020258
391,0,29760.0,2022,OH,27171.0,4,Grey,4,Sonic Gray Pearl 2022 Honda Accord Hybrid Touring FWD eCVT 2.0L 4-Cylinder DOHC 16V i-VTEC  Recent Arrival! 44/41 City/Highway MPG,https://www.carfax.com/vehicle/1HGCV3F94NA023256
393,0,13300.0,2013,OH,111743.0,4,Grey,4,"2013 HONDA ACCORD EX-L WITH 111,000 MILES, Will be AUL CERTIFIED and includes a 3mth/3,000 mile warranty. For sale at KitesCars. CALL FOR AVAILABILITY, WILL BE INSPECTED AND DETAILED BEFORE PURCHASE, We strive to provide the best pre-owned vehicles we can",https://www.carfax.com/vehicle/1HGCR2F83DA057869
394,0,27551.0,2024,"Yuba City, CA",5320.0,4,Blue,4 Cyl,"Yuba City Chrysler Dodge Jeep RAM is pleased to present this 2024 Honda Accord EX for sale as part of our hand-selected preowned lineup. This vehicle is finished in the Blue exterior and Blk/Black interior. Factory options include: Blk/Black Cloth, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay/Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Blind Spot Information (BSI) System warning, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: HondaLink Assist, Exterior Parking Camera Rear, Fabric Seat Trim, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Knee airbag, Lane departure: Lane Keeping Assist System (LKAS) active, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power steering, Power windows, Radio data system, Radio: 180-Watt AM/FM Audio System, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheels: 17 x 7.5 Pewter Gray  . Clean CARFAX. CARFAX One-Owner. 29/37 City/Highway MPG Odometer is 15984 miles below market average!   Yuba City Chrysler Dodge Jeep RAM is proud to provide an extensive selection of pre-owned vehicles. As part of the Lithia Motors Network, if we do not have what you are looking for, dont worry - well find the perfect car for you. All our pre-owned vehicles go through a thorough inspection to meet safety and state inspection requirements.  Lithia Motors, Inc. Is one of the largest providers of personal transportation solutions in the United States and is among the fastest growing companies in the Fortune 500 (#158-2022). Consumers can buy, sell and service vehicles digitally or through our 297 locations in the US and Canada. Our mission statement, Growth Powered by People, drives us to continuously improve and to give back to our communities.",https://www.carfax.com/vehicle/1HGCY1F38RA082677
395,0,27972.0,2020,"Vancouver, WA",5539.0,4,Gray,4 Cyl,"2020 Honda Accord EX-L CarFax One Owner, Gray w/Leather-Trimmed Seats, 10 Speakers, 17"" Machine-Finished Alloy Wheels, Active Cruise Control, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Apple CarPlay/Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Blind Spot Information (BSI) System warning, Emergency communication system: HondaLink, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Front Bucket Seats, Front dual zone A/C, Front fog lights, Fully automatic headlights, Garage door transmitter: HomeLink, Heated Front Bucket Seats, Heated front seats, Lane Departure Warning System, Leather Shift Knob, Leather steering wheel, Leather-Trimmed Seats, Memory seat, Power door mirrors, Power driver seat, Power moonroof, Power passenger seat, Radio: 450-Watt AM/FM/HD Premium Audio System, Remote keyless entry, Speed-Sensitive Wipers, Turn signal indicator mirrors.  Priced below KBB Fair Purchase Price! CARFAX One-Owner. Clean CARFAX. Odometer is 26260 miles below market average! 30/38 City/Highway MPG Certified. HondaTrue Certified Details:  * Transferable Warranty * Roadside Assistance * Vehicle History * Vehicles purchased within New Vehicle Limited Warranty period: extends New Vehicle Limited Warranty to 5 years*/60,000 miles*. Honda Care Roadside Assistance for 2 year/100,000 miles (whichever occurs first). Up to two complimentary oil changes within the first year of ownership. SiriusXM 90-Day Trial. * Limited Warranty: 24 Month/100,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date * Warranty Deductible: $0 * 182 Point Inspection * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date   **NO SALES TAX TO OREGON BUYERS**. The Dick Hannah Peace of Mind promise including a 5 Day Used Car Exchange Policy, 12 Month/12,000 Mile wear item guarantee and a 3 month/3,000 mile powertrain warranty! * Acura, BMW, Chevrolet, Chrysler, Dodge, Ford, GMC, Honda, Hyundai, Infinity, Jeep, Kia, Lexus, Mazda, Nissan, Subaru, Scion, Toyota, VW, & all other manufacturer limited warranties that may apply are the sole responsibility of the manufacturer not Dick Hannah Dealerships.",https://www.carfax.com/vehicle/1HGCV1F53LA005765
